,G 1  D Comdty/PX LAST,JB1  D Comdty/PX LAST,RX1  D Comdty/PX LAST,TY1  D Comdty/PX LAST,GDBR10 Index/PX LAST,GJGB10 Index/PX LAST,GUKG10 Index/PX LAST,USGG10Y Index/PX LAST,GX1  D Index/PX LAST,NK1  D Index/PX LAST,SP1  D Index/PX LAST,Z 1  D Index/PX LAST,DAX Index/DV014,NKY Index/DV014,SPX Index/DV014,UKX Index/DV014,G 1  N Comdty/PX LAST,JB1  N Comdty/PX LAST,RX1  N Comdty/PX LAST,TY1  N Comdty/PX LAST,DAX Index/PX LAST,NKY Index/PX LAST,SPX Index/PX LAST,UKX Index/PX LAST
2000-06-20,68.7,102.97,78.15,48.921875,5.112,1.65,5.127,6.02,8577.0,15500.0,1579.3,6053.0,1.7981,0.4962,1.0934,2.0776,114.44,133.35,106.12,98.609375,7227.27,16907.55,1475.95,6526.9
2000-06-21,67.8,102.65,77.47,48.578125,5.202,1.68,5.233,6.113,8492.5,15710.0,1578.9,5999.5,1.8303,0.4875,1.0904,2.0723,113.54,133.03,105.44,98.265625,7100.09,17210.08,1479.13,6477.8
2000-06-22,67.94,102.65,77.14,48.5,5.23,1.727,5.22,6.104,8415.0,15730.0,1556.6,5952.5,1.8423,0.4904,1.1105,2.093,113.68,133.03,105.11,97.75,7053.67,17106.01,1452.18,6413.8
2000-06-23,67.57,102.82,77.01,48.140625,5.257,1.699,5.266,6.185,8334.5,15600.0,1543.8,5917.5,1.8617,0.4946,1.1187,2.1003,113.31,133.2,104.98,97.390625,6980.41,16963.21,1441.48,6391.5
2000-06-26,67.84,102.48,77.28,48.734375,5.236,1.719,5.234,6.102,8384.5,15550.0,1559.3,5944.5,1.8493,0.4854,1.108,2.0984,113.58,132.86,105.25,97.984375,7027.19,16925.4,1455.31,6405.2
2000-06-27,67.81,102.36,77.19,48.734375,5.244,1.74,5.238,6.085,8393.0,15960.0,1551.3,5897.5,1.8436,0.4864,1.1116,2.1083,113.55,132.74,105.16,97.984375,7048.96,17279.06,1450.55,6375.3
2000-06-28,67.66,102.52,76.97,48.625,5.249,1.734,5.223,6.1,8409.5,15950.0,1551.5,5832.5,1.8417,0.4838,1.1093,2.1289,113.4,132.9,104.94,97.875,7056.05,17370.17,1454.82,6313.5
2000-06-29,68.12,102.37,77.46,49.125,5.2,1.755,5.167,6.027,8221.5,16080.0,1538.3,5748.5,1.8904,0.4809,1.1178,2.1543,113.79,132.75,105.43,98.375,6874.54,17475.9,1442.39,6239.0
2000-06-30,68.07,102.37,77.1,49.234375,5.221,1.761,5.171,6.031,8229.5,16010.0,1548.4,5824.5,1.8839,0.4827,1.1094,2.1292,113.74,132.75,105.07,98.484375,6898.21,17411.05,1454.6,6312.7
2000-07-03,67.8,102.26,76.97,49.59375,5.267,1.77,5.205,5.989,8308.0,16140.0,1570.8,5945.5,1.8674,0.4771,1.0924,2.0946,113.47,132.64,104.94,98.84375,6958.96,17614.66,1469.54,6470.4
2000-07-04,68.08,102.47,76.85,49.59375,5.269,1.753,5.173,5.989,8289.5,16070.0,1570.8,5934.5,1.8713,0.481,1.0924,2.112,113.75,132.85,104.82,98.84375,6944.36,17470.15,1469.54,6417.0
2000-07-05,68.47,102.25,77.16,49.6875,5.232,1.77,5.127,5.984,8315.5,16070.0,1543.6,5877.5,1.902,0.482,1.113,2.1142,114.14,132.63,105.13,98.9375,6961.73,17435.95,1446.23,6382.5
2000-07-06,67.93,102.54,76.63,49.296875,5.309,1.742,5.191,6.048,8299.5,15880.0,1554.0,5918.0,1.9049,0.4863,1.0916,2.102,113.6,132.92,104.6,98.546875,6951.09,17282.37,1456.67,6419.6
2000-07-07,68.52,102.35,76.99,49.609375,5.258,1.761,5.117,6.001,8387.5,15930.0,1575.0,6010.0,1.8426,0.483,1.0753,2.0768,114.19,132.73,104.96,98.859375,7052.22,17398.24,1478.9,6497.5
2000-07-10,68.03,102.27,76.76,49.453125,5.283,1.77,5.177,6.035,8405.5,16200.0,1571.8,5975.5,1.8378,0.4782,1.0776,2.0901,113.7,132.65,104.73,98.703125,7070.82,17572.68,1475.62,6466.2
2000-07-11,68.25,102.16,77.08,49.328125,5.244,1.776,5.152,6.048,8335.5,16080.0,1575.0,5993.5,1.8553,0.4801,1.0738,2.087,113.92,132.54,105.05,98.578125,7003.98,17504.36,1480.88,6475.8
2000-07-12,68.31,102.02,76.85,49.125,5.275,1.785,5.146,6.08,8405.0,15890.0,1586.0,6023.5,1.839,0.4846,1.0658,2.0733,113.98,132.4,104.82,98.375,7065.97,17342.13,1492.92,6518.5
2000-07-13,68.21,102.82,77.04,49.640625,5.255,1.712,5.159,6.005,8523.5,15630.0,1589.8,5975.5,1.8097,0.4933,1.0638,2.087,113.88,133.2,105.01,98.890625,7195.99,17036.9,1495.84,6475.7
2000-07-14,67.47,102.81,76.53,48.921875,5.302,1.712,5.247,6.096,8658.5,15690.0,1604.3,5967.5,1.7794,0.4902,1.0538,2.0871,113.14,133.19,104.5,98.171875,7318.38,17142.9,1509.98,6475.4
2000-07-17,67.37,102.92,76.5,48.578125,5.324,1.703,5.261,6.148,8752.5,15880.0,1602.3,6028.5,1.7525,0.4861,1.0536,2.2121,113.04,133.3,104.47,97.828125,7430.7,17286.83,1510.49,6525.5
2000-07-18,67.52,103.07,76.54,48.609375,5.329,1.694,5.243,6.141,8723.5,15490.0,1591.8,5941.5,1.7582,0.4959,1.0655,2.2378,113.19,133.45,104.51,97.859375,7406.91,16945.07,1493.74,6450.5
2000-07-19,67.8,102.97,76.57,48.609375,5.314,1.71,5.209,6.154,8694.5,15530.0,1580.6,5964.5,1.7678,0.4948,1.0744,2.2091,113.47,133.35,104.54,97.859375,7366.57,16983.57,1481.96,6465.4
2000-07-20,67.95,102.97,76.98,49.625,5.268,1.71,5.194,6.002,8819.5,15530.0,1596.5,5969.5,1.7628,0.4948,1.0646,2.2078,113.62,133.35,104.95,98.875,7480.14,16983.57,1495.57,6469.0
2000-07-21,68.35,103.05,76.98,49.71875,5.258,1.712,5.146,5.998,8714.0,15350.0,1569.8,5877.5,1.7883,0.4999,1.0756,2.2392,114.02,133.43,104.95,98.96875,7373.26,16811.49,1480.19,6378.4
2000-07-24,68.28,102.93,77.03,49.421875,5.257,1.722,5.155,6.034,8638.5,15120.0,1561.7,5870.0,1.7777,0.5079,1.0877,2.2382,113.95,133.31,105.0,98.671875,7328.31,16547.12,1464.29,6381.3
2000-07-25,68.37,102.74,77.28,49.515625,5.218,1.766,5.143,6.028,8664.5,15150.0,1564.8,5880.5,1.7775,0.5071,1.0802,2.2349,114.04,133.12,105.25,98.765625,7329.04,16573.59,1474.47,6390.7
2000-07-26,68.52,102.92,77.66,49.53125,5.165,1.753,5.126,6.027,8599.5,15070.0,1549.3,5885.5,1.7841,0.5092,1.0966,2.2361,114.19,133.3,105.63,98.78125,7302.12,16502.61,1452.42,6387.1
2000-07-27,68.45,103.22,77.57,49.765625,5.173,1.716,5.135,6.0,8507.0,14680.0,1544.0,5847.0,1.8136,0.5193,1.0878,2.2485,114.12,133.6,105.54,99.015625,7183.44,16182.01,1449.62,6352.1
2000-07-28,67.71,103.38,77.39,49.609375,5.198,1.689,5.223,6.034,8449.5,14350.0,1512.3,5818.5,1.8276,0.5306,1.1111,2.2543,113.38,133.76,105.36,98.859375,7128.3,15838.57,1419.89,6335.7
2000-07-31,67.71,103.42,77.43,49.640625,5.206,1.683,5.222,6.031,8551.5,14470.0,1519.2,5808.5,1.8118,0.5343,1.1027,2.266,113.38,133.8,105.4,98.890625,7190.37,15727.49,1430.83,6365.3
2000-08-01,67.93,103.36,77.83,49.9375,5.157,1.687,5.194,5.984,8473.5,14740.0,1527.8,5857.5,1.8232,0.522,1.0964,2.2611,113.6,133.74,105.8,99.1875,7145.53,16099.67,1438.1,6379.3
2000-08-02,67.73,103.42,77.69,50.109375,5.175,1.683,5.218,5.976,8442.5,14780.0,1532.8,5874.5,1.8317,0.5185,1.0967,2.237,113.4,133.8,105.66,99.359375,7112.45,16206.19,1438.7,6391.3
2000-08-03,67.77,103.44,77.6,50.25,5.188,1.686,5.211,5.952,8319.5,14310.0,1541.8,5790.5,1.8511,0.5314,1.0988,2.2632,113.44,133.82,105.57,99.5,7037.91,15814.44,1452.56,6317.1
2000-08-04,67.33,103.59,77.55,50.546875,5.187,1.683,5.244,5.901,8339.5,14330.0,1552.0,5852.5,1.8567,0.5364,1.0895,2.2467,113.0,133.97,105.52,99.796875,7016.59,15667.36,1462.93,6363.5
2000-08-07,67.71,103.53,77.7,50.234375,5.166,1.693,5.22,5.956,8449.5,14610.0,1566.5,5864.5,1.8315,0.5251,1.0775,2.3384,113.38,133.91,105.67,99.484375,7113.22,16002.71,1479.32,6387.8
2000-08-08,67.79,103.42,77.57,50.515625,5.193,1.699,5.213,5.92,8460.5,14440.0,1572.0,5860.0,1.8288,0.5312,1.0755,2.3493,113.46,133.8,105.54,99.765625,7123.81,15820.11,1482.8,6358.1
2000-08-09,67.74,103.06,77.78,50.578125,5.171,1.725,5.217,5.916,8554.5,14650.0,1561.3,5893.5,1.8027,0.5241,1.083,2.1391,113.41,133.44,105.75,99.828125,7226.71,16034.6,1472.87,6414.0
2000-08-10,67.63,102.86,77.95,50.734375,5.147,1.744,5.229,5.763,8586.0,14580.0,1554.6,5872.5,1.7893,0.526,1.0932,2.1481,113.3,133.24,105.92,99.984375,7280.97,15975.65,1460.25,6387.3
2000-08-11,68.03,103.12,77.8,50.34375,5.135,1.72,5.181,5.79,8630.5,14800.0,1558.8,5862.5,1.779,0.5214,1.0848,2.149,113.7,133.5,105.77,99.59375,7322.98,16117.5,1471.84,6384.5
2000-08-14,67.56,103.09,77.86,50.484375,5.156,1.725,5.239,5.771,8627.5,14730.0,1578.4,5904.0,1.7769,0.5202,1.0706,2.4285,113.23,133.47,105.83,99.734375,7331.67,16153.91,1491.56,6419.9
2000-08-15,67.21,102.85,77.4,50.3125,5.199,1.755,5.282,5.802,8599.5,14860.0,1575.1,5965.5,1.7828,0.5156,1.0757,2.4077,112.88,133.23,105.37,99.5625,7307.43,16298.29,1484.43,6475.5
2000-08-16,67.21,102.72,77.41,50.1875,5.205,1.769,5.283,5.838,8635.5,14970.0,1571.8,6020.5,1.7809,0.5138,1.08,2.1833,112.88,133.1,105.38,99.4375,7315.27,16356.03,1479.85,6532.0
2000-08-17,67.06,102.91,77.44,50.25,5.207,1.76,5.297,5.81,8576.5,14700.0,1583.9,6017.5,1.7899,0.52,1.0682,2.188,112.73,133.29,105.41,99.5,7278.43,16161.03,1496.07,6518.2
2000-08-18,67.22,102.71,77.56,50.484375,5.208,1.78,5.277,5.773,8527.0,14900.0,1581.1,6029.5,1.8013,0.5162,1.0718,2.1794,112.89,133.09,105.53,99.734375,7232.42,16280.49,1491.72,6543.7
2000-08-21,66.86,102.64,77.03,50.40625,5.258,1.794,5.323,5.781,8492.5,14640.0,1587.1,6032.0,1.8096,0.5239,1.0676,2.1877,112.53,133.02,105.0,99.65625,7199.34,16040.18,1499.48,6542.2
2000-08-22,66.89,102.32,77.26,50.46875,5.244,1.81,5.322,5.775,8553.5,15060.0,1587.8,6072.5,1.7971,0.5107,1.0686,2.1736,112.56,132.7,105.23,99.71875,7249.2,16454.74,1498.13,6584.8
2000-08-23,67.1,101.92,77.47,50.859375,5.218,1.848,5.292,5.727,8518.5,14990.0,1590.5,6047.5,1.8012,0.5113,1.0633,2.1497,112.77,132.3,105.44,100.109375,7232.78,16436.65,1505.97,6566.2
2000-08-24,67.42,102.09,77.42,50.875,5.216,1.832,5.252,5.719,8514.5,15260.0,1595.5,6047.0,1.8018,0.5041,1.0615,2.1527,113.09,132.47,105.39,100.125,7230.26,16670.82,1508.31,6557.0
2000-08-25,67.31,101.63,77.24,50.875,5.23,1.873,5.266,5.729,8624.5,15550.0,1593.9,6044.5,1.7829,0.4969,1.0626,2.1505,112.98,132.01,105.21,100.125,7307.17,16911.33,1506.45,6563.7
2000-08-28,67.31,101.51,77.08,50.546875,5.248,1.883,5.265,5.777,8642.5,15750.0,1599.1,6044.5,1.7751,0.4897,1.0573,2.1505,112.98,131.89,105.05,99.796875,7339.22,17181.12,1514.09,6563.7
2000-08-29,66.87,101.39,76.75,50.3125,5.3,1.898,5.322,5.808,8584.5,15720.0,1598.6,6065.5,1.786,0.4908,1.0609,2.1556,112.54,131.77,104.72,99.5625,7294.4,17141.75,1509.84,6586.3
2000-08-30,66.8,101.56,76.88,50.34375,5.299,1.882,5.331,5.8,8475.5,15500.0,1583.9,6081.5,1.813,0.4978,1.0678,2.1463,112.47,131.94,104.85,99.59375,7185.56,16901.67,1502.59,6615.1
2000-08-31,66.77,101.61,76.89,50.90625,5.298,1.887,5.337,5.725,8539.5,15450.0,1601.5,6155.5,1.8053,0.499,1.0566,2.1258,112.44,131.99,104.86,100.15625,7216.45,16861.26,1517.68,6672.7
2000-09-01,67.53,100.91,77.79,51.28125,5.187,1.957,5.24,5.679,8650.0,15320.0,1603.6,6270.5,1.7738,0.5026,1.0532,2.0875,113.2,131.29,105.76,100.53125,7344.67,16739.78,1520.77,6795.0
2000-09-04,67.49,101.22,77.61,51.28125,5.194,1.935,5.244,5.683,8738.5,15340.0,1603.6,6282.5,1.7497,0.5041,1.0532,2.1437,113.16,131.6,105.58,100.53125,7445.56,16688.21,1520.77,6798.1
2000-09-05,67.26,100.92,77.52,51.28125,5.209,1.962,5.275,5.689,8685.5,15000.0,1592.6,6232.0,1.7617,0.5114,1.0628,2.1582,112.93,131.3,105.49,100.53125,7395.07,16452.27,1507.08,6752.5
2000-09-06,67.21,101.02,76.94,51.015625,5.232,1.976,5.284,5.724,8607.5,15050.0,1574.3,6182.5,1.7766,0.513,1.0736,2.1253,112.88,131.4,104.91,100.265625,7333.02,16399.87,1492.25,6694.7
2000-09-07,67.39,101.15,76.99,50.84375,5.245,1.941,5.263,5.752,8659.5,15050.0,1586.7,6157.5,1.7669,0.5161,1.0663,2.127,113.06,131.53,104.96,100.09375,7373.34,16300.46,1502.51,6689.2
2000-09-08,66.91,101.82,76.69,51.0,5.277,1.858,5.325,5.739,8546.0,15100.0,1576.9,6067.5,1.7925,0.5098,1.0721,2.1555,112.58,132.2,104.62,100.25,7267.77,16501.55,1494.5,6600.7
2000-09-11,66.86,101.97,76.71,50.78125,5.274,1.842,5.331,5.766,8504.0,14670.0,1572.1,6051.0,1.8058,0.5216,1.0759,2.1708,112.53,131.89,104.64,100.03125,7214.45,16130.9,1489.26,6582.0
2000-09-12,66.33,102.08,76.71,50.78125,5.283,1.847,5.399,5.772,8425.0,14680.0,1562.2,6027.5,1.8257,0.5245,1.0812,2.1796,112.0,132.0,104.64,100.03125,7135.75,16040.23,1481.99,6555.5
2000-09-13,66.33,101.88,76.91,51.09375,5.278,1.866,5.4,5.724,8293.5,14800.0,1565.7,5945.5,1.8594,0.5196,1.0789,2.1986,112.0,131.8,104.84,100.34375,7006.26,16190.52,1484.91,6478.2
2000-09-14,66.8,101.7,76.81,50.8125,5.27,1.889,5.338,5.785,8330.5,14760.0,1561.5,6009.5,1.8483,0.5189,1.082,2.1727,112.47,131.62,104.74,100.0625,7048.5,16213.28,1480.87,6555.5
2000-09-15,66.52,101.7,76.68,50.640625,5.297,1.889,5.376,5.84,8318.4,14760.0,1542.2,5966.5,1.8612,0.5189,1.0931,2.2195,112.19,131.62,104.61,99.890625,6999.54,16213.28,1465.81,6417.3
2000-09-18,66.43,102.0,76.38,50.578125,5.341,1.866,5.385,5.871,8181.9,14670.0,1526.0,5880.0,1.8903,0.5238,1.1052,2.2446,112.1,131.92,104.31,99.828125,6891.69,16061.16,1444.51,6410.2
2000-09-19,66.68,102.22,76.66,50.671875,5.318,1.854,5.357,5.852,8225.4,14690.0,1537.2,5865.0,1.8778,0.5218,1.0936,2.2469,112.35,132.14,104.59,99.921875,6937.74,16124.19,1459.9,6403.5
2000-09-20,66.61,101.98,76.66,50.703125,5.319,1.871,5.358,5.897,8039.9,14990.0,1527.7,5726.0,1.9257,0.5112,1.1002,2.2701,112.28,131.9,104.59,99.953125,6765.23,16458.31,1451.34,6279.9
2000-09-21,66.88,101.84,77.01,50.859375,5.275,1.912,5.327,5.823,7955.4,14850.0,1528.2,5665.0,1.9494,0.5158,1.102,2.2996,112.55,131.76,104.94,99.65625,6682.92,16311.05,1449.05,6199.2
2000-09-22,67.24,102.28,77.26,51.078125,5.238,1.869,5.281,5.848,8008.4,14380.0,1527.2,5663.0,1.9328,0.5319,1.1022,2.2971,112.91,132.2,105.19,99.875,6740.25,15818.25,1448.72,6205.9
2000-09-25,66.8,102.19,76.99,51.140625,5.272,1.878,5.339,5.837,8061.4,14600.0,1519.7,5707.5,1.919,0.5261,1.1096,2.3185,112.47,132.11,104.92,99.9375,6788.69,15992.9,1439.03,6257.1
2000-09-26,66.88,101.94,77.17,51.390625,5.247,1.906,5.33,5.802,8040.9,14570.0,1501.7,5678.5,1.9257,0.7291,1.1189,2.3349,112.55,131.86,105.1,100.1875,6765.04,15928.62,1427.21,6213.2
2000-09-27,66.7,102.16,76.89,51.328125,5.289,1.889,5.317,5.821,8068.4,14300.0,1505.7,5725.0,1.9119,0.5651,1.1202,2.2468,112.37,132.08,104.82,100.125,6814.06,15639.95,1426.57,6269.3
2000-09-28,66.89,102.22,77.19,51.328125,5.264,1.882,5.301,5.812,8129.4,14290.0,1534.7,5714.0,1.9067,0.5656,1.0958,2.2487,112.44,132.14,105.12,100.125,6832.76,15626.96,1458.29,6264.1
2000-09-29,67.72,102.51,77.37,51.421875,5.23,1.847,5.195,5.802,8090.4,14360.0,1512.4,5751.0,1.9164,0.5575,1.114,2.2379,113.27,132.43,105.3,100.21875,6798.12,15747.26,1436.51,6294.2
2000-10-02,67.72,102.66,77.32,51.390625,5.237,1.842,5.197,5.823,8161.4,14480.0,1514.9,5780.0,1.8985,0.5516,1.113,2.2506,113.27,132.58,105.25,100.1875,6862.26,15902.51,1436.23,6284.5
2000-10-03,67.64,102.81,77.27,51.09375,5.242,1.837,5.203,5.867,8161.4,14480.0,1514.9,5780.0,1.8985,0.5516,1.113,2.2506,113.19,132.73,105.2,99.890625,6862.26,15902.51,1436.23,6284.5
2000-10-04,67.55,102.83,77.17,50.96875,5.251,1.825,5.213,5.886,8109.9,14820.0,1508.9,5783.5,1.9093,0.5432,1.1151,2.2002,113.1,132.75,105.1,99.765625,6823.43,16149.08,1434.32,6334.9
2000-10-05,67.53,102.97,77.11,51.203125,5.27,1.808,5.218,5.852,8156.9,14680.0,1514.7,5831.0,1.8901,0.5449,1.1131,2.184,113.08,132.89,105.04,100.0,6892.49,16099.26,1436.28,6382.0
2000-10-06,67.65,102.98,77.35,51.4375,5.252,1.814,5.201,5.812,8009.9,14600.0,1485.5,5809.0,1.9225,0.5485,1.1346,2.1808,113.2,132.9,105.28,100.234375,6776.39,15994.24,1408.99,6391.2
2000-10-09,68.35,102.98,77.55,51.4375,5.22,1.814,5.118,5.823,7960.9,14600.0,1475.2,5705.0,1.95,0.5485,1.1402,2.2702,113.9,132.9,105.48,100.234375,6680.78,15994.24,1402.03,6264.8
2000-10-10,68.3,102.92,77.65,51.59375,5.222,1.834,5.125,5.772,7956.4,14440.0,1449.7,5697.0,1.9523,0.5542,1.1526,2.2765,113.85,132.84,105.58,100.390625,6673.15,15827.72,1387.02,6247.7
2000-10-11,68.53,102.99,77.74,51.75,5.184,1.82,5.097,5.774,7838.9,14000.0,1437.5,5561.0,1.9854,0.5655,1.172,2.3017,114.08,132.91,105.67,100.546875,6561.63,15513.57,1364.59,6117.6
2000-10-12,68.69,102.78,78.04,52.140625,5.173,1.849,5.075,5.709,7717.4,14110.0,1403.2,5574.0,2.015,0.5641,1.2028,2.2963,114.24,132.7,105.97,100.9375,6465.26,15550.64,1329.78,6131.9
2000-10-13,68.55,102.97,77.73,52.140625,5.197,1.843,5.091,5.724,7903.4,13910.0,1444.2,5648.0,1.9557,0.5722,1.1639,2.2676,114.1,132.89,105.66,100.9375,6661.3,15330.31,1374.17,6209.6
2000-10-16,68.53,102.94,77.65,52.03125,5.21,1.86,5.095,5.732,7894.4,14140.0,1450.2,5729.0,1.9658,0.5655,1.1636,2.2616,114.08,132.86,105.58,100.828125,6627.25,15512.32,1374.62,6285.7
2000-10-17,68.39,103.03,77.57,52.484375,5.219,1.835,5.113,5.673,7805.4,13950.0,1418.5,5656.0,1.9945,0.5719,1.1848,2.2917,113.94,132.95,105.5,101.28125,6531.71,15340.22,1349.97,6203.2
2000-10-18,68.55,103.32,77.6,52.484375,5.198,1.799,5.095,5.667,7750.9,13450.0,1411.5,5584.0,2.0095,0.5898,1.1917,2.3077,114.1,133.24,105.53,101.28125,6483.0,14872.48,1342.13,6148.2
2000-10-19,68.37,103.34,77.65,52.53125,5.202,1.82,5.118,5.655,7856.4,13420.0,1459.8,5659.0,1.9681,0.5923,1.1511,2.2815,113.92,133.26,105.58,101.328125,6619.43,14811.08,1388.76,6218.9
2000-10-20,68.35,103.29,77.79,52.75,5.198,1.839,5.121,5.632,7880.4,13850.0,1469.7,5712.0,1.9684,0.5772,1.1444,2.2606,113.9,133.21,105.72,101.546875,6618.43,15198.73,1396.93,6276.3
2000-10-23,68.24,103.14,77.66,53.0625,5.204,1.854,5.134,5.584,7898.9,13670.0,1475.9,5753.0,1.9677,0.581,1.1439,2.2496,113.79,133.06,105.59,101.859375,6620.87,15097.96,1395.78,6315.9
2000-10-24,68.2,103.05,77.68,52.828125,5.206,1.86,5.139,5.615,8082.9,13750.0,1461.7,5874.0,1.915,0.5791,1.142,2.2068,113.75,132.97,105.61,101.625,6802.81,15148.19,1398.13,6438.4
2000-10-25,68.11,103.16,77.32,52.5,5.249,1.84,5.147,5.684,8019.9,13370.0,1432.7,5819.0,1.9305,0.5911,1.17,2.2285,113.66,133.08,105.25,101.296875,6748.22,14840.47,1364.9,6367.8
2000-10-26,68.09,103.08,77.58,52.484375,5.232,1.84,5.152,5.69,7999.9,13410.0,1430.0,5714.0,1.9249,0.5904,1.1704,2.2517,113.64,133.0,105.51,101.28125,6767.9,14858.43,1364.44,6302.3
2000-10-27,67.77,103.11,77.61,52.234375,5.209,1.844,5.193,5.713,8187.4,13240.0,1459.7,5805.5,1.8813,0.6016,1.1579,2.229,113.32,133.03,105.54,101.03125,6924.68,14582.2,1379.58,6366.5
2000-10-30,67.93,103.43,77.5,52.140625,5.217,1.819,5.177,5.732,8209.4,13080.0,1469.9,5822.0,1.8808,0.6065,1.1393,2.2213,113.48,133.35,105.43,100.9375,6926.57,14464.56,1398.66,6388.4
2000-10-31,68.07,103.42,77.53,51.90625,5.215,1.813,5.161,5.751,8340.4,13100.0,1498.9,5884.0,1.8407,0.6033,1.1149,2.2041,113.62,133.34,105.46,100.703125,7077.44,14539.6,1429.4,6438.4
2000-11-01,68.04,103.15,77.77,52.0625,5.197,1.835,5.163,5.742,8321.4,13510.0,1490.7,5876.0,1.8455,0.5876,1.1212,2.1975,113.59,133.07,105.7,100.859375,7059.07,14872.39,1421.22,6457.6
2000-11-02,68.14,103.4,77.56,52.171875,5.209,1.82,5.149,5.738,8344.4,13430.0,1493.7,5816.5,1.8378,0.589,1.1176,2.2201,113.69,133.32,105.49,100.96875,7088.64,14837.78,1428.32,6392.0
2000-11-03,68.21,103.4,77.51,51.5625,5.212,1.82,5.14,5.827,8389.9,13430.0,1494.9,5817.0,1.8276,0.589,1.1191,2.2224,113.76,133.32,105.44,100.359375,7128.27,14837.78,1426.69,6385.4
2000-11-06,68.17,103.55,77.49,51.34375,5.227,1.816,5.145,5.855,8393.4,14020.0,1505.2,5834.0,1.8256,0.5685,1.1143,2.2114,113.72,133.47,105.42,100.140625,7136.3,15371.44,1432.19,6431.0
2000-11-07,67.96,103.51,77.31,51.359375,5.238,1.82,5.168,5.866,8333.9,13900.0,1502.7,5869.5,1.841,0.5697,1.1148,2.1991,113.51,133.43,105.24,100.15625,7076.28,15340.33,1431.87,6466.9
2000-11-08,67.94,103.43,77.26,51.453125,5.248,1.817,5.171,5.855,8270.9,13950.0,1472.0,5896.0,1.8588,0.5675,1.133,2.1721,113.49,133.35,105.19,100.25,7008.64,15399.64,1409.28,6477.4
2000-11-09,68.1,103.61,77.46,51.8125,5.227,1.805,5.155,5.825,8184.9,13570.0,1462.0,5874.0,1.8719,0.5803,1.1404,2.1839,113.65,133.53,105.39,100.609375,6959.5,15060.05,1400.14,6442.2
2000-11-10,68.27,103.68,77.6,51.921875,5.218,1.809,5.132,5.783,8084.4,13590.0,1431.2,5821.5,1.9014,0.5831,1.1689,2.1983,113.82,133.6,105.53,100.71875,6851.69,14988.54,1365.98,6400.2
2000-11-13,68.55,104.14,77.9,52.125,5.184,1.781,5.096,5.766,7993.4,13190.0,1417.5,5695.0,1.9323,0.5959,1.1838,2.3458,114.1,134.06,105.83,100.921875,6742.1,14664.64,1351.26,6274.8
2000-11-14,68.39,104.07,77.76,52.203125,5.186,1.787,5.114,5.755,8201.4,13340.0,1453.2,5820.0,1.87,0.5961,1.1567,2.2953,113.94,133.99,105.69,101.0,6966.65,14660.04,1382.95,6412.9
2000-11-15,68.5,104.15,77.79,52.453125,5.197,1.785,5.101,5.711,8188.4,13400.0,1456.2,5853.0,1.8715,0.5905,1.1517,2.2073,114.05,134.07,105.72,101.25,6961.09,14799.14,1389.81,6432.3
2000-11-16,68.79,104.19,77.87,52.65625,5.18,1.78,5.07,5.669,8054.4,13240.0,1438.0,5847.0,1.904,0.5991,1.1653,2.2079,114.34,134.11,105.8,101.453125,6842.11,14587.03,1372.32,6430.4
2000-11-17,68.63,104.11,77.82,52.5,5.185,1.775,5.084,5.704,7976.4,13230.0,1429.2,5847.5,1.9294,0.6009,1.1695,2.2046,114.18,134.03,105.75,101.296875,6752.29,14544.3,1367.72,6440.1
2000-11-20,68.62,104.45,78.01,52.671875,5.172,1.745,5.089,5.677,7837.9,13180.0,1405.7,5759.0,1.9711,0.6014,1.1914,2.2848,114.17,134.37,105.94,101.46875,6609.48,14531.65,1342.62,6345.0
2000-11-21,68.8,104.56,77.88,52.703125,5.185,1.709,5.067,5.652,7906.4,12950.0,1414.4,5801.0,1.9508,0.6065,1.1875,2.2715,114.35,134.48,105.81,101.5,6678.07,14408.46,1347.35,6382.1
2000-11-22,69.57,104.43,78.35,53.0625,5.135,1.717,4.972,5.624,7747.4,12830.0,1381.7,5625.0,2.001,0.6111,1.2098,2.2903,115.12,134.35,106.28,101.859375,6510.54,14301.31,1322.36,6221.4
2000-11-23,69.9,104.43,78.3,53.0625,5.134,1.717,4.93,5.612,7838.4,12830.0,1381.7,5704.0,1.9736,0.6111,1.2098,2.2663,115.45,134.35,106.23,101.859375,6601.0,14301.31,1322.36,6287.3
2000-11-24,69.81,104.79,78.38,52.890625,5.12,1.68,4.939,5.624,7896.4,12890.0,1405.3,5733.0,1.9549,0.6105,1.1914,2.2519,115.36,134.71,106.31,101.6875,6664.18,14315.35,1341.77,6327.6
2000-11-27,70.15,104.67,78.51,52.875,5.119,1.69,4.898,5.624,7924.4,13360.0,1417.5,5772.0,1.9453,0.5937,1.1851,2.2454,115.7,134.59,106.44,101.671875,6696.91,14720.39,1348.97,6374.7
2000-11-28,70.2,104.58,78.67,53.234375,5.077,1.71,4.889,5.582,7861.4,13260.0,1397.2,5662.0,1.9663,0.5962,1.1969,2.2902,115.75,134.5,106.6,102.03125,6625.56,14658.87,1336.09,6249.8
2000-11-29,70.0,105.02,78.8,53.46875,5.072,1.677,4.913,5.524,7830.4,13100.0,1394.0,5572.0,1.9744,0.6024,1.1929,2.3069,115.55,134.94,106.73,102.265625,6598.32,14507.64,1341.91,6164.9
